CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,DistrictID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,IncidentFromDate,IncidentToDate,latitude,longitude,BriefFacts
7412,100030009202416836,202416836,2024-03-13,9,3,1,1,1,1,2024-03-13 11:05:45,2024-03-13 11:05:45,13.01236,74.694208,Murder reported near Mangaluru PS-1 jurisdiction.
7413,100100050202414693,202414693,2024-05-29,50,10,1,1,3,2,2024-05-29 11:44:43,2024-05-29 11:44:43,14.35659,75.919195,Attempt to Murder reported near Davanagere PS-5 jurisdiction.
7414,100090043202413641,202413641,2024-06-20,43,9,2,6,13,1,2024-06-20 06:50:24,2024-06-20 06:50:24,13.974711,75.667599,Rioting reported near Shivamogga PS-3 jurisdiction.
7415,100070032202416884,202416884,2024-12-29,32,7,1,3,8,3,2024-12-29 08:26:51,2024-12-29 08:26:51,15.004761,76.86229,Dowry Harassment reported near Ballari PS-3 jurisdiction.
7416,100100046202412225,202412225,2024-04-26,46,10,1,1,1,4,2024-04-26 07:46:26,2024-04-26 07:46:26,14.602591,76.032467,Murder reported near Davanagere PS-1 jurisdiction.
7417,100090044202412658,202412658,2024-05-05,44,9,1,1,1,2,2024-05-05 08:56:19,2024-05-05 08:56:19,13.926286,75.456636,Murder reported near Shivamogga PS-4 jurisdiction.
7418,100020008202611870,202611870,2026-04-30,8,2,1,6,13,3,2026-04-30 10:36:19,2026-04-30 10:36:19,12.253432,76.614236,Rioting reported near Mysuru PS-4 jurisdiction.
7419,100020005202408331,202408331,2024-03-22,5,2,1,3,8,2,2024-03-22 21:20:18,2024-03-22 21:20:18,12.19155,76.553791,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
7420,100070032202401247,202401247,2024-06-19,32,7,1,6,13,1,2024-06-19 17:28:19,2024-06-19 17:28:19,15.014585,76.865766,Rioting reported near Ballari PS-3 jurisdiction.
7421,100030013202600893,202600893,2026-05-08,13,3,1,2,5,1,2026-05-08 03:46:23,2026-05-08 03:46:23,12.8045,74.728641,Vehicle Theft reported near Mangaluru PS-5 jurisdiction.
7422,100070030202416123,202416123,2024-03-29,30,7,1,1,2,2,2024-03-29 15:41:35,2024-03-29 15:41:35,15.179983,77.021561,Grievous Hurt reported near Ballari PS-1 jurisdiction.
7423,100010002202402782,202402782,2024-08-23,2,1,1,4,9,3,2024-08-23 11:22:56,2024-08-23 11:22:56,12.879922,77.647457,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7424,100010004202516681,202516681,2025-07-13,4,1,1,1,2,1,2025-07-13 17:51:33,2025-07-13 17:51:33,12.855867,77.557465,Grievous Hurt reported near Bengaluru PS-4 jurisdiction.
7425,100010001202400111,202400111,2024-09-06,1,1,1,2,6,2,2024-09-06 20:28:37,2024-09-06 20:28:37,12.845315,77.513003,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
7426,100010001202500126,202500126,2025-05-24,1,1,2,4,9,1,2025-05-24 14:19:24,2025-05-24 14:19:24,12.82694,77.535815,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
7427,100030014202501164,202501164,2025-05-01,14,3,2,2,5,1,2025-05-01 04:59:47,2025-05-01 04:59:47,13.025755,74.88142,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
7428,100090044202413184,202413184,2024-06-08,44,9,2,5,11,2,2024-06-08 12:50:01,2024-06-08 12:50:01,13.921442,75.447607,Drug Peddling reported near Shivamogga PS-4 jurisdiction.
7429,100030009202509672,202509672,2025-10-10,9,3,2,2,5,3,2025-10-10 01:42:55,2025-10-10 01:42:55,13.011102,74.724599,Vehicle Theft reported near Mangaluru PS-1 jurisdiction.
7430,100010002202509411,202509411,2025-11-10,2,1,2,2,6,1,2025-11-10 18:26:47,2025-11-10 18:26:47,12.908279,77.673513,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
7431,100080038202617223,202617223,2026-01-20,38,8,1,5,12,2,2026-01-20 12:51:28,2026-01-20 12:51:28,13.399619,77.125836,Drug Possession reported near Tumakuru PS-4 jurisdiction.
7432,100010004202404503,202404503,2024-11-01,4,1,2,4,9,4,2024-11-01 16:56:04,2024-11-01 16:56:04,12.860907,77.562859,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7433,100010003202407280,202407280,2024-05-04,3,1,1,2,6,3,2024-05-04 18:15:53,2024-05-04 18:15:53,13.041872,77.695411,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
7434,100060025202412207,202412207,2024-02-19,25,6,1,1,3,2,2024-02-19 13:52:13,2024-02-19 13:52:13,17.378287,76.906287,Attempt to Murder reported near Kalaburagi PS-2 jurisdiction.
7435,100020005202404790,202404790,2024-03-21,5,2,1,3,8,3,2024-03-21 21:01:36,2024-03-21 21:01:36,12.171633,76.567397,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
7436,100070033202417615,202417615,2024-06-16,33,7,1,2,4,3,2024-06-16 23:35:24,2024-06-16 23:35:24,15.068419,76.84364,House Burglary reported near Ballari PS-4 jurisdiction.
7437,100090043202411451,202411451,2024-06-08,43,9,1,1,3,4,2024-06-08 07:00:39,2024-06-08 07:00:39,13.985414,75.667234,Attempt to Murder reported near Shivamogga PS-3 jurisdiction.
7438,100020007202617620,202617620,2026-01-22,7,2,1,2,6,2,2026-01-22 01:39:06,2026-01-22 01:39:06,12.347875,76.712863,Chain Snatching reported near Mysuru PS-3 jurisdiction.
7439,100010003202608738,202608738,2026-04-13,3,1,1,4,9,2,2026-04-13 15:56:48,2026-04-13 15:56:48,13.016564,77.720561,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
7440,100010004202402709,202402709,2024-01-05,4,1,1,4,9,1,2024-01-05 15:00:49,2024-01-05 15:00:49,12.865614,77.587079,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7441,100020006202402705,202402705,2024-12-18,6,2,1,3,8,3,2024-12-18 20:19:11,2024-12-18 20:19:11,12.310024,76.671955,Dowry Harassment reported near Mysuru PS-2 jurisdiction.
7442,100020008202503741,202503741,2025-06-30,8,2,1,3,8,1,2025-06-30 19:09:45,2025-06-30 19:09:45,12.290331,76.611415,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
7443,100060028202409071,202409071,2024-01-30,28,6,2,5,11,3,2024-01-30 20:12:36,2024-01-30 20:12:36,17.33804,76.77729,Drug Peddling reported near Kalaburagi PS-5 jurisdiction.
7444,100060028202612622,202612622,2026-03-25,28,6,2,4,9,4,2026-03-25 21:34:27,2026-03-25 21:34:27,17.318835,76.773812,Online Financial Fraud reported near Kalaburagi PS-5 jurisdiction.
7445,100010002202401364,202401364,2024-02-13,2,1,2,4,9,1,2024-02-13 13:37:27,2024-02-13 13:37:27,12.880681,77.668911,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7446,100020006202510607,202510607,2025-05-30,6,2,2,2,4,2,2025-05-30 12:31:09,2025-05-30 12:31:09,12.327084,76.654548,House Burglary reported near Mysuru PS-2 jurisdiction.
7447,100070034202411167,202411167,2024-08-19,34,7,1,1,3,2,2024-08-19 00:28:23,2024-08-19 00:28:23,15.26005,77.037161,Attempt to Murder reported near Ballari PS-5 jurisdiction.
7448,100070031202403085,202403085,2024-01-05,31,7,1,6,13,1,2024-01-05 18:20:29,2024-01-05 18:20:29,15.226428,76.831395,Rioting reported near Ballari PS-2 jurisdiction.
7449,100020006202509547,202509547,2025-01-26,6,2,1,3,8,4,2025-01-26 19:48:59,2025-01-26 19:48:59,12.316539,76.661515,Dowry Harassment reported near Mysuru PS-2 jurisdiction.
7450,100020008202617130,202617130,2026-05-07,8,2,2,4,9,4,2026-05-07 18:18:12,2026-05-07 18:18:12,12.269136,76.639047,Online Financial Fraud reported near Mysuru PS-4 jurisdiction.
7451,100080039202411799,202411799,2024-12-30,39,8,1,1,2,1,2024-12-30 04:29:39,2024-12-30 04:29:39,13.396871,77.091719,Grievous Hurt reported near Tumakuru PS-5 jurisdiction.
7452,100030011202509812,202509812,2025-06-12,11,3,2,2,5,2,2025-06-12 02:27:10,2025-06-12 02:27:10,12.869249,74.751426,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
7453,100030010202507345,202507345,2025-10-15,10,3,1,2,5,1,2025-10-15 03:45:05,2025-10-15 03:45:05,13.013373,74.897607,Vehicle Theft reported near Mangaluru PS-2 jurisdiction.
7454,100010003202609258,202609258,2026-06-06,3,1,2,4,9,3,2026-06-06 14:51:09,2026-06-06 14:51:09,13.026906,77.714609,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
7455,100080037202512118,202512118,2025-11-23,37,8,1,1,1,2,2025-11-23 23:32:47,2025-11-23 23:32:47,13.249067,77.012292,Murder reported near Tumakuru PS-3 jurisdiction.
7456,100090043202513577,202513577,2025-03-25,43,9,1,2,5,4,2025-03-25 13:51:52,2025-03-25 13:51:52,13.958888,75.66213,Vehicle Theft reported near Shivamogga PS-3 jurisdiction.
7457,100010002202404931,202404931,2024-01-28,2,1,2,4,9,1,2024-01-28 11:26:26,2024-01-28 11:26:26,12.900694,77.659617,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7458,100080040202510425,202510425,2025-09-16,40,8,1,1,2,2,2025-09-16 08:27:07,2025-09-16 08:27:07,13.362848,77.085804,Grievous Hurt reported near Tumakuru PS-6 jurisdiction.
7459,100060024202404486,202404486,2024-12-03,24,6,2,5,11,2,2024-12-03 21:15:34,2024-12-03 21:15:34,17.295719,76.8703,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
7460,100060026202501773,202501773,2025-04-30,26,6,2,5,11,2,2025-04-30 23:43:14,2025-04-30 23:43:14,17.185727,76.891364,Drug Peddling reported near Kalaburagi PS-3 jurisdiction.
7461,100010004202409565,202409565,2024-07-02,4,1,2,2,6,3,2024-07-02 18:09:13,2024-07-02 18:09:13,12.832493,77.582467,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7462,100010003202403159,202403159,2024-08-23,3,1,1,2,6,1,2024-08-23 19:55:17,2024-08-23 19:55:17,13.010393,77.706923,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
7463,100060029202612715,202612715,2026-02-18,29,6,2,4,10,3,2026-02-18 11:24:40,2026-02-18 11:24:40,17.44667,76.909699,Phishing / Identity Theft reported near Kalaburagi PS-6 jurisdiction.
7464,100010004202408778,202408778,2024-08-13,4,1,1,2,6,4,2024-08-13 22:03:58,2024-08-13 22:03:58,12.843287,77.560791,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7465,100060024202417650,202417650,2024-09-05,24,6,2,2,4,2,2024-09-05 13:43:58,2024-09-05 13:43:58,17.304453,76.884575,House Burglary reported near Kalaburagi PS-1 jurisdiction.
7466,100060028202516260,202516260,2025-12-08,28,6,2,6,14,4,2025-12-08 23:08:55,2025-12-08 23:08:55,17.322672,76.77082,Public Nuisance reported near Kalaburagi PS-5 jurisdiction.
7467,100020007202504553,202504553,2025-12-04,7,2,1,3,8,2,2025-12-04 19:15:25,2025-12-04 19:15:25,12.345135,76.705067,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
7468,100010002202504016,202504016,2025-07-10,2,1,2,4,9,2,2025-07-10 12:17:58,2025-07-10 12:17:58,12.896713,77.664476,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7469,100010002202409618,202409618,2024-08-08,2,1,1,4,9,2,2024-08-08 13:26:50,2024-08-08 13:26:50,12.903527,77.683237,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7470,100010003202508558,202508558,2025-07-18,3,1,1,4,9,1,2025-07-18 12:58:20,2025-07-18 12:58:20,13.009186,77.703951,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
7471,100010003202605714,202605714,2026-02-01,3,1,2,2,6,2,2026-02-01 20:49:15,2026-02-01 20:49:15,13.025403,77.702723,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
7472,100010002202505971,202505971,2025-02-19,2,1,1,4,9,3,2025-02-19 15:44:01,2025-02-19 15:44:01,12.86922,77.658611,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7473,100030011202414460,202414460,2024-02-10,11,3,1,2,5,3,2024-02-10 00:01:32,2024-02-10 00:01:32,12.848907,74.743356,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
7474,100030012202401483,202401483,2024-06-11,12,3,2,2,5,2,2024-06-11 02:35:32,2024-06-11 02:35:32,13.050628,74.802531,Vehicle Theft reported near Mangaluru PS-4 jurisdiction.
7475,100030011202603551,202603551,2026-01-04,11,3,1,2,5,2,2026-01-04 00:12:08,2026-01-04 00:12:08,12.854749,74.763329,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
7476,100010004202501291,202501291,2025-06-24,4,1,2,2,6,3,2025-06-24 19:01:34,2025-06-24 19:01:34,12.862327,77.585391,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7477,100070033202509473,202509473,2025-04-08,33,7,1,6,13,1,2025-04-08 18:03:43,2025-04-08 18:03:43,15.071312,76.830694,Rioting reported near Ballari PS-4 jurisdiction.
7478,100010002202400677,202400677,2024-09-06,2,1,1,4,9,2,2024-09-06 14:11:52,2024-09-06 14:11:52,12.907491,77.679115,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7479,100030009202612367,202612367,2026-03-06,9,3,2,5,12,4,2026-03-06 05:58:26,2026-03-06 05:58:26,13.019434,74.71792,Drug Possession reported near Mangaluru PS-1 jurisdiction.
7480,100040018202612397,202612397,2026-01-18,18,4,1,1,2,4,2026-01-18 01:48:48,2026-01-18 01:48:48,15.899847,74.611753,Grievous Hurt reported near Belagavi PS-4 jurisdiction.
7481,100010003202505831,202505831,2025-05-13,3,1,1,4,9,2,2025-05-13 14:46:44,2025-05-13 14:46:44,13.016797,77.708535,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
7482,100060029202415388,202415388,2024-05-28,29,6,2,6,14,1,2024-05-28 21:07:31,2024-05-28 21:07:31,17.44086,76.904216,Public Nuisance reported near Kalaburagi PS-6 jurisdiction.
7483,100010004202506559,202506559,2025-12-25,4,1,2,2,6,2,2025-12-25 18:41:05,2025-12-25 18:41:05,12.850555,77.579193,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7484,100050023202416213,202416213,2024-01-07,23,5,1,3,8,1,2024-01-07 17:20:48,2024-01-07 17:20:48,15.404446,75.069825,Dowry Harassment reported near Hubballi-Dharwad PS-5 jurisdiction.
7485,100020007202610489,202610489,2026-05-20,7,2,1,1,2,3,2026-05-20 03:16:51,2026-05-20 03:16:51,12.375217,76.693128,Grievous Hurt reported near Mysuru PS-3 jurisdiction.
7486,100010003202409008,202409008,2024-09-03,3,1,1,4,9,1,2024-09-03 12:58:54,2024-09-03 12:58:54,13.033004,77.726649,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
7487,100040015202417690,202417690,2024-11-01,15,4,1,1,1,1,2024-11-01 21:49:22,2024-11-01 21:49:22,15.926616,74.507532,Murder reported near Belagavi PS-1 jurisdiction.
7488,100010004202505253,202505253,2025-03-13,4,1,1,2,6,1,2025-03-13 20:31:19,2025-03-13 20:31:19,12.850479,77.58893,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7489,100010001202402957,202402957,2024-09-26,1,1,2,4,9,2,2024-09-26 16:01:38,2024-09-26 16:01:38,12.829651,77.528138,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
7490,100050022202416404,202416404,2024-02-21,22,5,1,1,1,3,2024-02-21 00:29:45,2024-02-21 00:29:45,15.264323,75.065225,Murder reported near Hubballi-Dharwad PS-4 jurisdiction.
7491,100010001202514586,202514586,2025-09-21,1,1,1,2,6,4,2025-09-21 00:31:39,2025-09-21 00:31:39,12.840293,77.521168,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
7492,100060029202501239,202501239,2025-11-07,29,6,1,5,11,1,2025-11-07 22:48:21,2025-11-07 22:48:21,17.456402,76.876133,Drug Peddling reported near Kalaburagi PS-6 jurisdiction.
7493,100010004202407435,202407435,2024-05-29,4,1,1,4,9,2,2024-05-29 17:09:32,2024-05-29 17:09:32,12.850947,77.557987,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7494,100020006202402414,202402414,2024-07-20,6,2,1,3,8,2,2024-07-20 20:43:32,2024-07-20 20:43:32,12.330234,76.6681,Dowry Harassment reported near Mysuru PS-2 jurisdiction.
7495,100060026202407653,202407653,2024-11-17,26,6,2,5,11,1,2024-11-17 22:03:54,2024-11-17 22:03:54,17.188444,76.875492,Drug Peddling reported near Kalaburagi PS-3 jurisdiction.
7496,100070030202409665,202409665,2024-01-10,30,7,1,6,13,4,2024-01-10 21:51:36,2024-01-10 21:51:36,15.185565,77.01316,Rioting reported near Ballari PS-1 jurisdiction.
7497,100040015202416755,202416755,2024-05-01,15,4,1,6,13,2,2024-05-01 00:24:31,2024-05-01 00:24:31,15.922848,74.505626,Rioting reported near Belagavi PS-1 jurisdiction.
7498,100020005202510676,202510676,2025-11-07,5,2,1,4,10,1,2025-11-07 00:22:56,2025-11-07 00:22:56,12.159995,76.561686,Phishing / Identity Theft reported near Mysuru PS-1 jurisdiction.
7499,100010004202401412,202401412,2024-09-01,4,1,1,4,9,1,2024-09-01 16:11:49,2024-09-01 16:11:49,12.834667,77.571921,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7500,100030010202414461,202414461,2024-10-01,10,3,1,6,14,1,2024-10-01 07:00:39,2024-10-01 07:00:39,13.014903,74.930189,Public Nuisance reported near Mangaluru PS-2 jurisdiction.
7501,100100049202415640,202415640,2024-06-07,49,10,1,1,2,1,2024-06-07 01:44:40,2024-06-07 01:44:40,14.37909,75.961477,Grievous Hurt reported near Davanagere PS-4 jurisdiction.
7502,100050020202611174,202611174,2026-03-14,20,5,1,3,8,2,2026-03-14 14:15:06,2026-03-14 14:15:06,15.286053,75.055794,Dowry Harassment reported near Hubballi-Dharwad PS-2 jurisdiction.
7503,100020008202603900,202603900,2026-06-16,8,2,1,3,8,2,2026-06-16 19:09:16,2026-06-16 19:09:16,12.266917,76.623799,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
7504,100070033202506926,202506926,2025-04-19,33,7,2,6,13,1,2025-04-19 20:43:18,2025-04-19 20:43:18,15.082579,76.823214,Rioting reported near Ballari PS-4 jurisdiction.
7505,100030013202413484,202413484,2024-12-05,13,3,2,6,13,1,2024-12-05 16:58:15,2024-12-05 16:58:15,12.808327,74.752855,Rioting reported near Mangaluru PS-5 jurisdiction.
7506,100020008202506484,202506484,2025-08-25,8,2,1,3,8,1,2025-08-25 19:06:03,2025-08-25 19:06:03,12.252902,76.62946,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
7507,100040016202414646,202414646,2024-04-10,16,4,2,4,9,3,2024-04-10 20:02:57,2024-04-10 20:02:57,15.998279,74.450755,Online Financial Fraud reported near Belagavi PS-2 jurisdiction.
7508,100050022202514172,202514172,2025-10-03,22,5,1,4,9,4,2025-10-03 10:23:17,2025-10-03 10:23:17,15.230919,75.061603,Online Financial Fraud reported near Hubballi-Dharwad PS-4 jurisdiction.
7509,100090044202409901,202409901,2024-01-18,44,9,1,4,10,1,2024-01-18 06:23:49,2024-01-18 06:23:49,13.890728,75.443945,Phishing / Identity Theft reported near Shivamogga PS-4 jurisdiction.
7510,100010004202500446,202500446,2025-02-04,4,1,1,4,9,2,2025-02-04 13:00:58,2025-02-04 13:00:58,12.856048,77.582753,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7511,100070030202509248,202509248,2025-06-26,30,7,2,6,13,2,2025-06-26 17:56:00,2025-06-26 17:56:00,15.180222,77.007873,Rioting reported near Ballari PS-1 jurisdiction.
7512,100010003202500217,202500217,2025-01-17,3,1,1,2,6,3,2025-01-17 23:04:49,2025-01-17 23:04:49,13.007891,77.698423,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
7513,100020006202413114,202413114,2024-11-14,6,2,1,3,8,1,2024-11-14 03:14:23,2024-11-14 03:14:23,12.340462,76.660679,Dowry Harassment reported near Mysuru PS-2 jurisdiction.
7514,100010004202405399,202405399,2024-02-02,4,1,2,2,6,1,2024-02-02 22:26:23,2024-02-02 22:26:23,12.836823,77.583349,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7515,100080037202513687,202513687,2025-08-23,37,8,1,2,5,1,2025-08-23 07:39:17,2025-08-23 07:39:17,13.217544,76.989461,Vehicle Theft reported near Tumakuru PS-3 jurisdiction.
7516,100090043202410590,202410590,2024-11-11,43,9,2,6,14,2,2024-11-11 18:00:11,2024-11-11 18:00:11,13.986313,75.663356,Public Nuisance reported near Shivamogga PS-3 jurisdiction.
7517,100080040202510453,202510453,2025-01-07,40,8,1,2,4,4,2025-01-07 04:17:08,2025-01-07 04:17:08,13.37854,77.093409,House Burglary reported near Tumakuru PS-6 jurisdiction.
7518,100070033202415661,202415661,2024-11-08,33,7,1,1,1,3,2024-11-08 18:54:45,2024-11-08 18:54:45,15.087643,76.825076,Murder reported near Ballari PS-4 jurisdiction.
7519,100090041202613395,202613395,2026-02-16,41,9,2,2,4,1,2026-02-16 19:12:11,2026-02-16 19:12:11,13.91788,75.453669,House Burglary reported near Shivamogga PS-1 jurisdiction.
7520,100020006202414483,202414483,2024-08-04,6,2,2,6,13,2,2024-08-04 00:55:36,2024-08-04 00:55:36,12.33559,76.668366,Rioting reported near Mysuru PS-2 jurisdiction.
7521,100010001202513206,202513206,2025-12-25,1,1,1,3,7,4,2025-12-25 01:13:16,2025-12-25 01:13:16,12.840365,77.517718,Assault on Woman reported near Bengaluru PS-1 jurisdiction.
7522,100090044202614437,202614437,2026-05-12,44,9,1,2,5,4,2026-05-12 03:32:22,2026-05-12 03:32:22,13.903565,75.42147,Vehicle Theft reported near Shivamogga PS-4 jurisdiction.
7523,100010002202415115,202415115,2024-09-21,2,1,1,5,11,4,2024-09-21 09:34:18,2024-09-21 09:34:18,12.890553,77.653051,Drug Peddling reported near Bengaluru PS-2 jurisdiction.
7524,100010002202600707,202600707,2026-02-23,2,1,1,4,9,2,2026-02-23 11:06:49,2026-02-23 11:06:49,12.901347,77.676071,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7525,100010002202508471,202508471,2025-03-28,2,1,1,4,9,4,2025-03-28 14:17:26,2025-03-28 14:17:26,12.882317,77.661373,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
7526,100080037202417163,202417163,2024-07-17,37,8,1,3,8,1,2024-07-17 16:19:32,2024-07-17 16:19:32,13.21855,76.990614,Dowry Harassment reported near Tumakuru PS-3 jurisdiction.
7527,100090044202411715,202411715,2024-10-05,44,9,1,1,2,2,2024-10-05 05:21:07,2024-10-05 05:21:07,13.892039,75.455987,Grievous Hurt reported near Shivamogga PS-4 jurisdiction.
7528,100010004202605663,202605663,2026-02-21,4,1,2,2,6,4,2026-02-21 19:44:35,2026-02-21 19:44:35,12.852403,77.561275,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7529,100060024202412002,202412002,2024-11-07,24,6,2,2,5,3,2024-11-07 16:27:26,2024-11-07 16:27:26,17.279148,76.895863,Vehicle Theft reported near Kalaburagi PS-1 jurisdiction.
7530,100010001202608238,202608238,2026-01-03,1,1,1,4,9,1,2026-01-03 12:21:52,2026-01-03 12:21:52,12.827856,77.529931,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
7531,100040018202616451,202616451,2026-02-02,18,4,1,2,6,2,2026-02-02 00:21:39,2026-02-02 00:21:39,15.884539,74.62067,Chain Snatching reported near Belagavi PS-4 jurisdiction.
7532,100060024202607207,202607207,2026-05-21,24,6,1,5,11,4,2026-05-21 22:37:50,2026-05-21 22:37:50,17.279134,76.903074,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
7533,100010004202408248,202408248,2024-10-07,4,1,1,4,9,4,2024-10-07 11:32:53,2024-10-07 11:32:53,12.844912,77.564669,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7534,100030009202610887,202610887,2026-01-11,9,3,1,6,14,1,2026-01-11 04:05:00,2026-01-11 04:05:00,13.0076,74.708701,Public Nuisance reported near Mangaluru PS-1 jurisdiction.
7535,100040015202615904,202615904,2026-04-06,15,4,1,2,4,2,2026-04-06 02:12:09,2026-04-06 02:12:09,15.919522,74.516417,House Burglary reported near Belagavi PS-1 jurisdiction.
7536,100080037202416759,202416759,2024-12-24,37,8,1,3,8,4,2024-12-24 22:58:15,2024-12-24 22:58:15,13.250017,76.994832,Dowry Harassment reported near Tumakuru PS-3 jurisdiction.
7537,100090044202510141,202510141,2025-02-10,44,9,2,4,10,4,2025-02-10 12:30:35,2025-02-10 12:30:35,13.908676,75.447887,Phishing / Identity Theft reported near Shivamogga PS-4 jurisdiction.
7538,100070032202516318,202516318,2025-12-13,32,7,1,4,9,2,2025-12-13 22:20:44,2025-12-13 22:20:44,15.012468,76.868384,Online Financial Fraud reported near Ballari PS-3 jurisdiction.
7539,100010003202506846,202506846,2025-11-27,3,1,1,2,6,3,2025-11-27 22:43:16,2025-11-27 22:43:16,13.015052,77.722559,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
7540,100010004202401269,202401269,2024-05-24,4,1,1,4,9,4,2024-05-24 13:26:03,2024-05-24 13:26:03,12.850122,77.570511,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
7541,100010002202403365,202403365,2024-10-27,2,1,1,2,6,3,2024-10-27 22:54:48,2024-10-27 22:54:48,12.880681,77.684402,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
7542,100050020202511060,202511060,2025-09-15,20,5,2,5,12,1,2025-09-15 05:08:59,2025-09-15 05:08:59,15.279987,75.050968,Drug Possession reported near Hubballi-Dharwad PS-2 jurisdiction.
7543,100070031202504655,202504655,2025-07-10,31,7,1,6,13,2,2025-07-10 18:51:45,2025-07-10 18:51:45,15.218888,76.829148,Rioting reported near Ballari PS-2 jurisdiction.
7544,100020007202500477,202500477,2025-07-05,7,2,1,3,8,2,2025-07-05 21:43:28,2025-07-05 21:43:28,12.361024,76.710787,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
7545,100010004202508987,202508987,2025-02-21,4,1,2,2,6,1,2025-02-21 22:43:30,2025-02-21 22:43:30,12.848163,77.580714,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
7546,100020007202611596,202611596,2026-02-19,7,2,2,5,12,1,2026-02-19 21:35:07,2026-02-19 21:35:07,12.377,76.701436,Drug Possession reported near Mysuru PS-3 jurisdiction.
7547,100010003202607875,202607875,2026-01-16,3,1,1,4,9,1,2026-01-16 14:33:04,2026-01-16 14:33:04,13.02198,77.717887,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
7548,100070032202508132,202508132,2025-06-07,32,7,2,6,13,1,2025-06-07 21:39:22,2025-06-07 21:39:22,14.994624,76.848843,Rioting reported near Ballari PS-3 jurisdiction.
7549,100030014202416891,202416891,2024-10-21,14,3,1,1,1,1,2024-10-21 15:20:33,2024-10-21 15:20:33,13.034234,74.877315,Murder reported near Mangaluru PS-6 jurisdiction.
7550,100030011202405011,202405011,2024-09-27,11,3,1,2,5,4,2024-09-27 01:45:33,2024-09-27 01:45:33,12.862185,74.742423,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
7551,100050022202417844,202417844,2024-12-29,22,5,1,1,1,1,2024-12-29 23:45:25,2024-12-29 23:45:25,15.260339,75.054725,Murder reported near Hubballi-Dharwad PS-4 jurisdiction.
7552,100090041202417385,202417385,2024-11-26,41,9,1,1,3,1,2024-11-26 21:34:16,2024-11-26 21:34:16,13.923348,75.428769,Attempt to Murder reported near Shivamogga PS-1 jurisdiction.
